gene_symbol	hgnc_id	omim_disease_id	omim_title	omim_disease_description	omim_description_original	omim_all_criteria_include	omim_molecular_basis_known	omim_type_include	omim_id_include	omim_disease_description_somatic_response_include	gene_include
GPIHBP1	HGNC:24945	615947	HYPERLIPOPROTEINEMIA, TYPE ID	Hyperlipoproteinemia, type 1D	Hyperlipoproteinemia, type 1D, 615947 (3)	y	y	y	y	y	y
APOE	HGNC:613	617347	HYPERLIPOPROTEINEMIA, TYPE III	Hyperlipoproteinemia, type III	Hyperlipoproteinemia, type III, 617347 (3)	y	y	y	y	y	y
APOC2	HGNC:609	207750	APOLIPOPROTEIN C-II DEFICIENCY	Hyperlipoproteinemia, type Ib	Hyperlipoproteinemia, type Ib, 207750 (3)	y	y	y	y	y	y
AASS	HGNC:17366	238700	HYPERLYSINEMIA, TYPE I	Hyperlysinemia	Hyperlysinemia, 238700 (3)	y	y	y	y	y	y
SLC30A10	HGNC:25355	613280	HYPERMANGANESEMIA WITH DYSTONIA 1	Hypermanganesemia with dystonia 1	Hypermanganesemia with dystonia 1, 613280 (3)	y	y	y	y	y	y
SLC39A14	HGNC:20858	617013	HYPERMANGANESEMIA WITH DYSTONIA 2	Hypermanganesemia with dystonia 2	Hypermanganesemia with dystonia 2, 617013 (3)	y	y	y	y	y	y
ADK	HGNC:257	614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	Hypermethioninemia due to adenosine kinase deficiency	Hypermethioninemia due to adenosine kinase deficiency, 614300 (3)	y	y	y	y	y	y
AHCY	HGNC:343	613752	HYPERMETHIONINEMIA WITH S-ADENOSYLHOMOCYSTEINE HYDROLASE DEFICIENCY	Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase, 613752 (3)	y	y	y	y	y	y
MAT1A	HGNC:6903	250850	METHIONINE ADENOSYLTRANSFERASE I/III DEFICIENCY	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency, 250850 (3)	y	y	y	y	y	y
SLC25A15	HGNC:10985	238970	HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome, 238970 (3)	y	y	y	y	y	y
LRP5	HGNC:6697	144750	ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL DOMINANT	Hyperostosis, endosteal	Hyperostosis, endosteal, 144750 (3)	y	y	y	y	y	y
AGXT	HGNC:341	259900	HYPEROXALURIA, PRIMARY, TYPE I	Hyperoxaluria, primary, type 1	Hyperoxaluria, primary, type 1, 259900 (3)	y	y	y	y	y	y
GRHPR	HGNC:4570	260000	HYPEROXALURIA, PRIMARY, TYPE II	Hyperoxaluria, primary, type II	Hyperoxaluria, primary, type II, 260000 (3)	y	y	y	y	y	y
HOGA1	HGNC:25155	613616	HYPEROXALURIA, PRIMARY, TYPE III	Hyperoxaluria, primary, type III	Hyperoxaluria, primary, type III, 613616 (3)	y	y	y	y	y	y
HRPT3	-	-	NA	Hyperparathyroidism 3 (2)	Hyperparathyroidism 3 (2)	n	y	y	n	y	n
GCM2	HGNC:4198	617343	HYPERPARATHYROIDISM 4	Hyperparathyroidism 4	Hyperparathyroidism 4, 617343 (3)	y	y	y	y	y	y
CDC73	HGNC:16783	145000	HYPERPARATHYROIDISM 1	Hyperparathyroidism, familial primary	Hyperparathyroidism, familial primary, 145000 (3)	y	y	y	y	y	y
CASR	HGNC:1514	239200	HYPERPARATHYROIDISM, NEONATAL SEVERE	Hyperparathyroidism, neonatal	Hyperparathyroidism, neonatal, 239200 (3)	y	y	y	y	y	y
TRPV6	HGNC:14006	618188	HYPERPARATHYROIDISM, TRANSIENT NEONATAL	Hyperparathyroidism, transient neonatal	Hyperparathyroidism, transient neonatal, 618188 (3)	y	y	y	y	y	y
CDC73	HGNC:16783	145001	HYPERPARATHYROIDISM 2 WITH JAW TUMORS	Hyperparathyroidism-jaw tumor syndrome	Hyperparathyroidism-jaw tumor syndrome, 145001 (3)	y	y	y	y	y	y
PTS	HGNC:9689	261640	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A	Hyperphenylalaninemia, BH4-deficient, A	Hyperphenylalaninemia, BH4-deficient, A, 261640 (3)	y	y	y	y	y	y
GCH1	HGNC:4193	233910	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, B	Hyperphenylalaninemia, BH4-deficient, B	Hyperphenylalaninemia, BH4-deficient, B, 233910 (3)	y	y	y	y	y	y
QDPR	HGNC:9752	261630	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C	Hyperphenylalaninemia, BH4-deficient, C	Hyperphenylalaninemia, BH4-deficient, C, 261630 (3)	y	y	y	y	y	y
PCBD1	HGNC:8646	264070	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D	Hyperphenylalaninemia, BH4-deficient, D	Hyperphenylalaninemia, BH4-deficient, D, 264070 (3)	y	y	y	y	y	y
DNAJC12	HGNC:28908	617384	HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT	Hyperphenylalaninemia, mild, non-BH4-deficient	Hyperphenylalaninemia, mild, non-BH4-deficient, 617384 (3)	y	y	y	y	y	y
PIGV	HGNC:26031	239300	HYPERPHOSPHATASIA WITH IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 1	Hyperphosphatasia with impaired intellectual development syndrome 1	Hyperphosphatasia with impaired intellectual development syndrome 1, 239300 (3)	y	y	y	y	y	y
PIGO	HGNC:23215	614749	HYPERPHOSPHATASIA WITH IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 2	Hyperphosphatasia with impaired intellectual development syndrome 2	Hyperphosphatasia with impaired intellectual development syndrome 2, 614749 (3)	y	y	y	y	y	y
PGAP2	HGNC:17893	614207	HYPERPHOSPHATASIA WITH IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 3	Hyperphosphatasia with impaired intellectual development syndrome 3	Hyperphosphatasia with impaired intellectual development syndrome 3, 614207 (3)	y	y	y	y	y	y
PGAP3	HGNC:23719	615716	HYPERPHOSPHATASIA WITH IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 4	Hyperphosphatasia with impaired intellectual development syndrome 4	Hyperphosphatasia with impaired intellectual development syndrome 4, 615716 (3)	y	y	y	y	y	y
PIGY	HGNC:28213	616809	HYPERPHOSPHATASIA WITH IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME 6	Hyperphosphatasia with impaired intellectual development syndrome 6	Hyperphosphatasia with impaired intellectual development syndrome 6, 616809 (3)	y	y	y	y	y	y
KITLG	HGNC:6343	145250	HYPERPIGMENTATION WITH OR WITHOUT HYPOPIGMENTATION, FAMILIAL PROGRESSIVE	Hyperpigmentation with or without hypopigmentation	Hyperpigmentation with or without hypopigmentation, 145250 (3)	y	y	y	y	y	y
FPH1	-	-	NA	Hyperpigmentation, familial progressive, 1 (2)	Hyperpigmentation, familial progressive, 1 (2)	n	n	y	n	y	n
INS	HGNC:6081	616214	HYPERPROINSULINEMIA	Hyperproinsulinemia	Hyperproinsulinemia, 616214 (3)	y	y	y	y	y	y
PRLR	HGNC:9446	615555	HYPERPROLACTINEMIA	Hyperprolactinemia	Hyperprolactinemia, 615555 (3)	y	y	y	y	y	y
PRODH	HGNC:9453	239500	HYPERPROLINEMIA, TYPE I	Hyperprolinemia, type I	Hyperprolinemia, type I, 239500 (3)	y	y	y	y	y	y
ALDH4A1	HGNC:406	239510	HYPERPROLINEMIA, TYPE II	Hyperprolinemia, type II	Hyperprolinemia, type II, 239510 (3)	y	y	y	y	y	y
HPPD	-	-	NA	Hypertelorism, preauricular sinus, punctal pits, and deafness (2)	Hypertelorism, preauricular sinus, punctal pits, and deafness (2)	n	n	y	n	y	n
PDE3A	HGNC:8778	112410	HYPERTENSION AND BRACHYDACTYLY SYNDROME	Hypertension and brachydactyly syndrome	Hypertension and brachydactyly syndrome, 112410 (3)	y	y	y	y	y	y
NR3C2	HGNC:7979	605115	HYPERTENSION, EARLY-ONSET, AUTOSOMAL DOMINANT, WITH SEVERE EXACERBATION IN PREGNANCY	Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy	Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy, 605115 (3)	y	y	y	y	y	y
PTGIS	HGNC:9603	145500	HYPERTENSION, ESSENTIAL	Hypertension, essential	Hypertension, essential, 145500 (3)	y	y	y	y	y	y
HNP1	-	-	NA	Hypertensive nephropathy (2)	Hypertensive nephropathy (2)	n	n	y	n	y	n
TSHR	HGNC:12373	603373	HYPERTHYROIDISM, FAMILIAL GESTATIONAL	Hyperthyroidism, familial gestational	Hyperthyroidism, familial gestational, 603373 (3)	y	y	y	y	y	y
TSHR	HGNC:12373	609152	HYPERTHYROIDISM, NONAUTOIMMUNE	Hyperthyroidism, nonautoimmune	Hyperthyroidism, nonautoimmune, 609152 (3)	y	y	y	y	y	y
HTGH	-	-	NA	Hypertrichosis terminalis, generalized, with or without gingival hyperplasia (4)	Hypertrichosis terminalis, generalized, with or without gingival hyperplasia (4)	n	n	y	n	y	n
HTC2	-	-	NA	Hypertrichosis, congenital generalized (4)	Hypertrichosis, congenital generalized (4)	n	n	y	n	y	n
ABCC9	HGNC:60	239850	CANTU SYNDROME	Hypertrichotic osteochondrodysplasia (Cantu syndrome)	Hypertrichotic osteochondrodysplasia (Cantu syndrome), 239850 (3)	y	y	y	y	y	y
CREB3L3	HGNC:18855	619324	HYPERTRIGLYCERIDEMIA 2	Hypertriglyceridemia 2	Hypertriglyceridemia 2, 619324 (3)	y	y	y	y	y	y
GPD1	HGNC:4455	614480	HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE	Hypertriglyceridemia, transient infantile	Hypertriglyceridemia, transient infantile, 614480 (3)	y	y	y	y	y	y
SLCO2A1	HGNC:10955	167100	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL DOMINANT	Hypertrophic osteoarthropathy, primary, autosomal dominant	Hypertrophic osteoarthropathy, primary, autosomal dominant, 167100 (3)	y	y	y	y	y	y
HPGD	HGNC:5154	259100	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1	Hypertrophic osteoarthropathy, primary, autosomal recessive 1	Hypertrophic osteoarthropathy, primary, autosomal recessive 1, 259100 (3)	y	y	y	y	y	y
SLCO2A1	HGNC:10955	614441	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2	Hypertrophic osteoarthropathy, primary, autosomal recessive 2	Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)	y	y	y	y	y	y
HPRT1	HGNC:5157	300323	HYPERURICEMIA, HPRT-RELATED	Hyperuricemia, HRPT-related	Hyperuricemia, HRPT-related, 300323 (3)	y	y	y	y	y	y
SARS2	HGNC:17697	613845	HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS SYNDROME	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, 613845 (3)	y	y	y	y	y	y
HNFJ3	-	-	NA	Hyperuricemic nephropathy, familial juvenile, 3 (2)	Hyperuricemic nephropathy, familial juvenile, 3 (2)	n	y	y	n	y	n
CYP11B2	HGNC:2592	203400	CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY	Hypoaldosteronism, congenital, due to CMO I deficiency	Hypoaldosteronism, congenital, due to CMO I deficiency, 203400 (3)	y	y	y	y	y	y
CYP11B2	HGNC:2592	610600	CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY	Hypoaldosteronism, congenital, due to CMO II deficiency	Hypoaldosteronism, congenital, due to CMO II deficiency, 610600 (3)	y	y	y	y	y	y
APOA1	HGNC:600	618463	HYPOALPHALIPOPROTEINEMIA, PRIMARY, 2	Hypoalphalipoproteinemia, primary, 2	Hypoalphalipoproteinemia, primary, 2, 618463 (3)	y	y	y	y	y	y
APOA1	HGNC:600	619836	HYPOALPHALIPOPROTEINEMIA, PRIMARY, 2, INTERMEDIATE	Hypoalphalipoproteinemia, primary, 2, intermediate	Hypoalphalipoproteinemia, primary, 2, intermediate, 619836 (3)	y	y	y	y	y	y
APOB	HGNC:603	615558	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 1	Hypobetalipoproteinemia	Hypobetalipoproteinemia, 615558 (3)	y	y	y	y	y	y
ANGPTL3	HGNC:491	605019	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 2	Hypobetalipoproteinemia, familial, 2	Hypobetalipoproteinemia, familial, 2, 605019 (3)	y	y	y	y	y	y
GNA11	HGNC:4379	615361	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2	Hypocalcemia, autosomal dominant 2	Hypocalcemia, autosomal dominant 2, 615361 (3)	y	y	y	y	y	y
CASR	HGNC:1514	601198	HYPOCALCEMIA, AUTOSOMAL DOMINANT 1	Hypocalcemia, autosomal dominant	Hypocalcemia, autosomal dominant, 601198 (3)	y	y	y	y	y	y
CASR	HGNC:1514	601198	HYPOCALCEMIA, AUTOSOMAL DOMINANT 1	Hypocalcemia, autosomal dominant, with Bartter syndrome	Hypocalcemia, autosomal dominant, with Bartter syndrome, 601198 (3)	y	y	y	y	y	y
CASR	HGNC:1514	145980	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE I	Hypocalciuric hypercalcemia, type I	Hypocalciuric hypercalcemia, type I, 145980 (3)	y	y	y	y	y	y
GNA11	HGNC:4379	145981	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II	Hypocalciuric hypercalcemia, type II	Hypocalciuric hypercalcemia, type II, 145981 (3)	y	y	y	y	y	y
AP2S1	HGNC:565	600740	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE III	Hypocalciuric hypercalcemia, type III	Hypocalciuric hypercalcemia, type III, 600740 (3)	y	y	y	y	y	y
FGFR3	HGNC:3690	146000	HYPOCHONDROPLASIA	Hypochondroplasia	Hypochondroplasia, 146000 (3)	y	y	y	y	y	y
FGG	HGNC:3694	616004	DYSFIBRINOGENEMIA, CONGENITAL	Hypodysfibrinogenemia	Hypodysfibrinogenemia, 616004 (3)	y	y	y	y	y	y
FGA	HGNC:3661	616004	DYSFIBRINOGENEMIA, CONGENITAL	Hypodysfibrinogenemia, congenital	Hypodysfibrinogenemia, congenital, 616004 (3)	y	y	y	y	y	y
FGB	HGNC:3662	202400	AFIBRINOGENEMIA, CONGENITAL	Hypofibrinogenemia, congenital	Hypofibrinogenemia, congenital, 202400 (3)	y	y	y	y	y	y
FGG	HGNC:3694	202400	AFIBRINOGENEMIA, CONGENITAL	Hypofibrinogenemia, congenital	Hypofibrinogenemia, congenital, 202400 (3)	y	y	y	y	y	y
ABCC8	HGNC:59	240800	HYPOGLYCEMIA, LEUCINE-INDUCED	Hypoglycemia of infancy, leucine-sensitive	Hypoglycemia of infancy, leucine-sensitive, 240800 (3)	y	y	y	y	y	y
ANOS1	HGNC:6211	308700	HYPOGONADOTROPIC HYPOGONADISM 1 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1)	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1), 308700 (3)	y	y	y	y	y	y
TAC3	HGNC:11521	614839	HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 10 with or without anosmia	Hypogonadotropic hypogonadism 10 with or without anosmia, 614839 (3)	y	y	y	y	y	y
TACR3	HGNC:11528	614840	HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 11 with or without anosmia	Hypogonadotropic hypogonadism 11 with or without anosmia, 614840 (3)	y	y	y	y	y	y
WDR11	HGNC:13831	614858	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 14 with or without anosmia	Hypogonadotropic hypogonadism 14 with or without anosmia, 614858 (3)	y	y	y	y	y	y
SPRY4	HGNC:15533	615266	HYPOGONADOTROPIC HYPOGONADISM 17 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 17 with or without anosmia	Hypogonadotropic hypogonadism 17 with or without anosmia, 615266 (3)	y	y	y	y	y	y
IL17RD	HGNC:17616	615267	HYPOGONADOTROPIC HYPOGONADISM 18 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 18 with or without anosmia	Hypogonadotropic hypogonadism 18 with or without anosmia, 615267 (3)	y	y	y	y	y	y
DUSP6	HGNC:3072	615269	HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 19 with or without anosmia	Hypogonadotropic hypogonadism 19 with or without anosmia, 615269 (3)	y	y	y	y	y	y
FGFR1	HGNC:3688	147950	HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 2 with or without anosmia	Hypogonadotropic hypogonadism 2 with or without anosmia, 147950 (3)	y	y	y	y	y	y
FGF17	HGNC:3673	615270	HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 20 with or without anosmia	Hypogonadotropic hypogonadism 20 with or without anosmia, 615270 (3)	y	y	y	y	y	y
FLRT3	HGNC:3762	615271	HYPOGONADOTROPIC HYPOGONADISM 21 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 21 with anosmia	Hypogonadotropic hypogonadism 21 with anosmia, 615271 (3)	y	y	y	y	y	y
FEZF1	HGNC:22788	616030	HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 22, with or without anosmia	Hypogonadotropic hypogonadism 22, with or without anosmia, 616030 (3)	y	y	y	y	y	y
LHB	HGNC:6584	228300	HYPOGONADOTROPIC HYPOGONADISM 23 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 23 with or without anosmia	Hypogonadotropic hypogonadism 23 with or without anosmia, 228300 (3)	y	y	y	y	y	y
FSHB	HGNC:3964	229070	HYPOGONADOTROPIC HYPOGONADISM 24 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 24 without anosmia	Hypogonadotropic hypogonadism 24 without anosmia, 229070 (3)	y	y	y	y	y	y
NDNF	HGNC:26256	618841	HYPOGONADOTROPIC HYPOGONADISM 25 WITH ANOSMIA	Hypogonadotropic hypogonadism 25 with anosmia	Hypogonadotropic hypogonadism 25 with anosmia, 618841 (3)	y	y	y	y	y	y
TCF12	HGNC:11623	619718	HYPOGONADOTROPIC HYPOGONADISM 26 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 26 with or without anosmia	Hypogonadotropic hypogonadism 26 with or without anosmia, 619718 (3)	y	y	y	y	y	y
PROKR2	HGNC:15836	244200	HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 3 with or without anosmia	Hypogonadotropic hypogonadism 3 with or without anosmia, 244200 (3)	y	y	y	y	y	y
PROK2	HGNC:18455	610628	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 4 with or without anosmia	Hypogonadotropic hypogonadism 4 with or without anosmia, 610628 (3)	y	y	y	y	y	y
CHD7	HGNC:20626	612370	HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 5 with or without anosmia	Hypogonadotropic hypogonadism 5 with or without anosmia, 612370 (3)	y	y	y	y	y	y
FGF8	HGNC:3686	612702	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 6 with or without anosmia	Hypogonadotropic hypogonadism 6 with or without anosmia, 612702 (3)	y	y	y	y	y	y
GNRHR	HGNC:4421	146110	HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 7 without anosmia	Hypogonadotropic hypogonadism 7 without anosmia, 146110 (3)	y	y	y	y	y	y
KISS1R	HGNC:4510	614837	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 8 with or without anosmia	Hypogonadotropic hypogonadism 8 with or without anosmia, 614837 (3)	y	y	y	y	y	y
NSMF	HGNC:29843	614838	HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA	Hypogonadotropic hypogonadism 9 with or without anosmia	Hypogonadotropic hypogonadism 9 with or without anosmia, 614838 (3)	y	y	y	y	y	y
AKT2	HGNC:392	240900	HYPOINSULINEMIC HYPOGLYCEMIA WITH HEMIHYPERTROPHY	Hypoinsulinemic hypoglycemia with hemihypertrophy	Hypoinsulinemic hypoglycemia with hemihypertrophy, 240900 (3)	y	y	y	y	y	y
CACNA1S	HGNC:1397	170400	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1	Hypokalemic periodic paralysis, type 1	Hypokalemic periodic paralysis, type 1, 170400 (3)	y	y	y	y	y	y
SCN4A	HGNC:10591	613345	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 2	Hypokalemic periodic paralysis, type 2	Hypokalemic periodic paralysis, type 2, 613345 (3)	y	y	y	y	y	y
KCNJ16	HGNC:6262	619406	HYPOKALEMIC TUBULOPATHY AND DEAFNESS	Hypokalemic tubulopathy and deafness	Hypokalemic tubulopathy and deafness, 619406 (3)	y	y	y	y	y	y
TRPM6	HGNC:17995	602014	HYPOMAGNESEMIA 1, INTESTINAL	Hypomagnesemia 1, intestinal	Hypomagnesemia 1, intestinal, 602014 (3)	y	y	y	y	y	y
FXYD2	HGNC:4026	154020	HYPOMAGNESEMIA 2, RENAL	Hypomagnesemia 2, renal	Hypomagnesemia 2, renal, 154020 (3)	y	y	y	y	y	y
CLDN16	HGNC:2037	248250	HYPOMAGNESEMIA 3, RENAL	Hypomagnesemia 3, renal	Hypomagnesemia 3, renal, 248250 (3)	y	y	y	y	y	y
CLDN19	HGNC:2040	248190	HYPOMAGNESEMIA 5, RENAL, WITH OR WITHOUT OCULAR INVOLVEMENT	Hypomagnesemia 5, renal, with ocular involvement	Hypomagnesemia 5, renal, with ocular involvement, 248190 (3)	y	y	y	y	y	y
CNNM2	HGNC:103	613882	HYPOMAGNESEMIA 6, RENAL	Hypomagnesemia 6, renal	Hypomagnesemia 6, renal, 613882 (3)	y	y	y	y	y	y
RRAGD	HGNC:19903	620152	HYPOMAGNESEMIA 7, RENAL, WITH OR WITHOUT DILATED CARDIOMYOPATHY	Hypomagnesemia 7, renal, with or without dilated cardiomyopathy	Hypomagnesemia 7, renal, with or without dilated cardiomyopathy, 620152 (3)	y	y	y	y	y	y
CNNM2	HGNC:103	616418	HYPOMAGNESEMIA, SEIZURES, AND IMPAIRED INTELLECTUAL DEVELOPMENT 1	Hypomagnesemia, seizures, and impaired intellectual development 1	Hypomagnesemia, seizures, and impaired intellectual development 1, 616418 (3)	y	y	y	y	y	y
ATP1A1	HGNC:799	618314	HYPOMAGNESEMIA, SEIZURES, AND IMPAIRED INTELLECTUAL DEVELOPMENT 2	Hypomagnesemia, seizures, and impaired intellectual development 2	Hypomagnesemia, seizures, and impaired intellectual development 2, 618314 (3)	y	y	y	y	y	y
EGR2	HGNC:3239	605253	NEUROPATHY, CONGENITAL HYPOMYELINATING, 1, AUTOSOMAL RECESSIVE	Hypomyelinating neuropathy, congenital, 1	Hypomyelinating neuropathy, congenital, 1, 605253 (3)	y	y	y	y	y	y
MPZ	HGNC:7225	618184	NEUROPATHY, CONGENITAL HYPOMYELINATING, 2	Hypomyelinating neuropathy, congenital, 2	Hypomyelinating neuropathy, congenital, 2, 618184 (3)	y	y	y	y	y	y
CNTNAP1	HGNC:8011	618186	NEUROPATHY, CONGENITAL HYPOMYELINATING, 3	Hypomyelinating neuropathy, congenital, 3	Hypomyelinating neuropathy, congenital, 3, 618186 (3)	y	y	y	y	y	y
DARS1	HGNC:2678	615281	HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY	Hypomyelination with brainstem and spinal cord involvement and leg spasticity	Hypomyelination with brainstem and spinal cord involvement and leg spasticity, 615281 (3)	y	y	y	y	y	y
HPT	-	-	NA	Hypoparathyroidism, X-linked (4)	Hypoparathyroidism, X-linked (4)	n	n	y	n	y	n
PTH	HGNC:9606	146200	HYPOPARATHYROIDISM, FAMILIAL ISOLATED, 1	Hypoparathyroidism, familial isolated 1	Hypoparathyroidism, familial isolated 1, 146200 (3)	y	y	y	y	y	y
GCM2	HGNC:4198	618883	HYPOPARATHYROIDISM, FAMILIAL ISOLATED, 2	Hypoparathyroidism, familial isolated 2	Hypoparathyroidism, familial isolated 2, 618883 (3)	y	y	y	y	y	y
GATA3	HGNC:4172	146255	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DYSPLASIA SYNDROME	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	Hypoparathyroidism, sensorineural deafness, and renal dysplasia, 146255 (3)	y	y	y	y	y	y
TBCE	HGNC:11582	241410	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME	Hypoparathyroidism-retardation-dysmorphism syndrome	Hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3)	y	y	y	y	y	y
ALPL	HGNC:438	146300	HYPOPHOSPHATASIA, ADULT	Hypophosphatasia, adult	Hypophosphatasia, adult, 146300 (3)	y	y	y	y	y	y
ALPL	HGNC:438	241510	HYPOPHOSPHATASIA, CHILDHOOD	Hypophosphatasia, childhood	Hypophosphatasia, childhood, 241510 (3)	y	y	y	y	y	y
ALPL	HGNC:438	241500	HYPOPHOSPHATASIA, INFANTILE	Hypophosphatasia, infantile	Hypophosphatasia, infantile, 241500 (3)	y	y	y	y	y	y
HPRHP	-	-	NA	Hypophosphatemic rickets and hyperparathyroidism (2)	Hypophosphatemic rickets and hyperparathyroidism (2)	n	n	y	n	y	n
SLC34A3	HGNC:20305	241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	Hypophosphatemic rickets with hypercalciuria	Hypophosphatemic rickets with hypercalciuria, 241530 (3)	y	y	y	y	y	y
CLCN5	HGNC:2023	300554	HYPOPHOSPHATEMIC RICKETS, X-LINKED RECESSIVE	Hypophosphatemic rickets	Hypophosphatemic rickets, 300554 (3)	y	y	y	y	y	y
DMP1	HGNC:2932	241520	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE, 1	Hypophosphatemic rickets, AR	Hypophosphatemic rickets, AR, 241520 (3)	y	y	y	y	y	y
PHEX	HGNC:8918	307800	HYPOPHOSPHATEMIC RICKETS, X-LINKED DOMINANT	Hypophosphatemic rickets, X-linked dominant	Hypophosphatemic rickets, X-linked dominant, 307800 (3)	y	y	y	y	y	y
FGF23	HGNC:3680	193100	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL DOMINANT	Hypophosphatemic rickets, autosomal dominant	Hypophosphatemic rickets, autosomal dominant, 193100 (3)	y	y	y	y	y	y
ENPP1	HGNC:3356	613312	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE, 2	Hypophosphatemic rickets, autosomal recessive, 2	Hypophosphatemic rickets, autosomal recessive, 2, 613312 (3)	y	y	y	y	y	y
