ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,GrowthPattern,MolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-000940,PT-P1Vdpe,AN3 CA,AN3CA,55.0,Commercial,SIDM00901,CVCL_0028,UCEC,Unknown,,Metastatic,endometrium,Female,ATCC,,AN3CA_ENDOMETRIUM,910781.0,,1294.0,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000941,PT-YZF57N,HEC-1-B,HEC1B,71.0,Commercial,SIDM01241,CVCL_0294,UCEC,Unknown,,Primary,endometrium,Female,ATCC,,HEC1B_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000942,PT-Ojbh46,HPB-ALL,HPBALL,14.0,Commercial,,CVCL_1820,TLL,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,SNP fingerprinting rules out JURKAT contamination.,,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000943,PT-9E5O4L,RKO,RKO,,Commercial,SIDM01090,CVCL_0504,COAD,Adherent,MSI,Primary,Colon,Unknown,ATCC,,RKO_LARGE_INTESTINE,909698.0,,607.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000944,PT-grWxm0,NAMALWA,NAMALWA,3.0,Commercial,SIDM00641,CVCL_0067,BL,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,JCRB,,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,908159.0,,669.0,BL,Burkitt Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000945,PT-0uFhp8,NCI-H650,NCIH650,,Commercial,SIDM01124,CVCL_1575,LUAD,Suspension,,Metastatic,lung,Male,ATCC,,NCIH650_LUNG,722066.0,,1539.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000946,PT-ANEQ4x,HEC-265,HEC265,59.0,Commercial,,CVCL_2928,UCEC,Unknown,,Primary,endometrium,Female,HSRRB,,HEC265_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000947,PT-MsM9mi,OVK18,OVK18,49.0,Commercial,SIDM00238,CVCL_3770,EOV,Unknown,,Metastatic,ascites,Female,RIKEN,,OVK18_OVARY,1480371.0,,200.0,EOV,Endometrioid Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000948,PT-VDIRwk,23132/87,2313287,72.0,Commercial,SIDM00980,CVCL_1046,STAD,Unknown,,Primary,stomach,Male,DSMZ,,2313287_STOMACH,910924.0,,558.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000949,PT-cGBc5A,TGBC11TKB,TGBC11TKB,72.0,Commercial,SIDM00251,CVCL_1768,STAD,Unknown,,Metastatic,lymph_node,Female,RIKEN,,TGBC11TKB_STOMACH,909770.0,,1917.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000950,PT-6USEGU,LoVo,LOVO,56.0,Commercial,SIDM00839,CVCL_0399,COAD,Adherent,MSI,Metastatic,lymph_node,Male,ATCC,,LOVO_LARGE_INTESTINE,907790.0,,306.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000951,PT-Q9lcwL,NCI-H2342,NCIH2342,55.0,Commercial,SIDM00727,CVCL_1549,LUAD,Mixed,,Primary,lung,Male,ATCC,,NCIH2342_LUNG,687819.0,,1814.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000952,PT-4e8Oiw,MDA PCa 2b,MDAPCA2B,63.0,Commercial,,CVCL_4748,PRAD,Adherent,,Metastatic,bone,Male,ATCC,,MDAPCA2B_PROSTATE,,,,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000953,PT-Zkuf8L,SUP-T1,SUPT1,8.0,Commercial,SIDM01154,CVCL_1714,TLL,Suspension,,Metastatic,pleural_effusion,Male,ATCC,,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909743.0,,1452.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000954,PT-YZF57N,HEC-1-A,HEC1A,71.0,Commercial,SIDM00595,CVCL_0293,UCEC,Adherent,,Primary,endometrium,Female,ATCC,,HEC1A_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000955,PT-lgLAoF,SNU-407,SNU407,37.0,Commercial,SIDM00214,CVCL_5058,COAD,Unknown,MSI,Metastatic,soft_tissue,Male,KCLB,,SNU407_LARGE_INTESTINE,1660034.0,,1907.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000956,PT-rqTCjv,22Rv1,22RV1,,Commercial,SIDM00499,CVCL_1045,PRAD,Adherent,,Primary,prostate,Male,ATCC,,22RV1_PROSTATE,924100.0,,1027.0,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000957,PT-FXUrcz,LS 180,LS180,58.0,Commercial,SIDM00680,CVCL_0397,COAD,Unknown,MSI,Primary,Colon,Female,ATCC,,LS180_LARGE_INTESTINE,998189.0,,2081.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000958,PT-EB6qeM,SW48,SW48,83.0,Commercial,SIDM00837,CVCL_1724,COAD,Adherent,MSI,Primary,Colon,Female,ATCC,,SW48_LARGE_INTESTINE,909751.0,,1.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000959,PT-ulmNPq,SNU-C4,SNUC4,35.0,Commercial,SIDM00500,CVCL_5111,COAD,Unknown,MSI,,large_intestine,Male,KCLB,,SNUC4_LARGE_INTESTINE,,,,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000960,PT-N5YXV2,Reh,REH,15.0,Commercial,SIDM00447,CVCL_1650,BLL,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,ATCC,,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909696.0,,1272.0,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000961,PT-P06fLR,Ishikawa (Heraklio) 02 ER-,ISHIKAWAHERAKLIO02ER,39.0,,SIDM00037,CVCL_6543,UCEC,Unknown,,Primary,endometrium,Female,ECACC,,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000962,PT-3doOpy,OC 314,OC314,39.0,,SIDM00220,CVCL_1616,SOC,Adherent,,Metastatic,ascites,Female,ICLC,,OC314_OVARY,909257.0,,896.0,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000963,PT-c4ZGOD,CCK-81,CCK81,62.0,Commercial,SIDM00487,CVCL_2873,COAD,Unknown,MSI,Metastatic,large_intestine,Female,HSRRB,,CCK81_LARGE_INTESTINE,1240123.0,,1915.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000964,PT-1559gB,MOLT-3,MOLT3,19.0,,SIDM00153,CVCL_0624,ATLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,NIBRI,,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000965,PT-de7J0H,RL95-2,RL952,65.0,Commercial,SIDM01088,CVCL_0505,UASC,Adherent,,Primary,endometrium,Female,ATCC,,RL952_ENDOMETRIUM,930082.0,,2215.0,UASC,Uterine Adenosquamous Carcinoma,Endometrial Carcinoma,Uterus
ACH-000966,PT-bGFaJu,IGROV1,IGROV1,47.0,,SIDM00151,CVCL_1304,EOV,Adherent,,Primary,ovary,Female,NCI/DCTD,,IGROV1_OVARY,905968.0,,1215.0,EOV,Endometrioid Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000967,PT-GfrL06,SNU-C2A,SNUC2A,43.0,Commercial,SIDM00780,CVCL_1709,COAD,Adherent,MSI,Primary,large_intestine,Female,ATCC,,SNUC2A_LARGE_INTESTINE,,,,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000968,PT-z7yLU0,COLO 792,COLO792,62.0,,SIDM00140,CVCL_1134,MEL,Adherent,,Metastatic,central_nervous_system,Male,ECACC,,COLO792_SKIN,906814.0,,1467.0,MEL,Melanoma,Melanoma,Skin
ACH-000969,PT-ue72rD,KM12,KM12,,Commercial,SIDM00150,CVCL_1331,COAD,Adherent,MSI,Primary,large_intestine,Unknown,JCRB,,KM12_LARGE_INTESTINE,905989.0,,1990.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000970,PT-B2n6IN,SNU-C5,SNUC5,77.0,Commercial,SIDM00498,CVCL_5112,COAD,Unknown,,,Colon,Female,KCLB,,SNUC5_LARGE_INTESTINE,1674021.0,,152.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000971,PT-2Roqq2,HCT 116,HCT116,48.0,Commercial,SIDM00783,CVCL_0291,COAD,Adherent,MSI,Primary,large_intestine,Male,ATCC,,HCT116_LARGE_INTESTINE,905936.0,,1920.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000972,PT-KBFu4S,HEC-151,HEC151,,Commercial,,CVCL_2925,UCEC,Unknown,,Primary,endometrium,Female,HSRRB,,HEC151_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000973,PT-P31KFG,639-V,639V,69.0,Commercial,SIDM00999,CVCL_1048,UCU,Unknown,,Primary,urinary_tract,Male,ATCC,,639V_URINARY_TRACT,906798.0,,1483.0,UCU,Urethral Urothelial Carcinoma,Urethral Cancer,Bladder/Urinary Tract
ACH-000974,PT-cgXnS7,SNG-M,SNGM,52.0,Commercial,SIDM00373,CVCL_1707,UCEC,Unknown,,Metastatic,lymph_node,Female,HSRRB,,SNGM_ENDOMETRIUM,909735.0,,2058.0,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000975,PT-gNoIDb,,HCC2450,52.0,Academic lab,,CVCL_5133,LUSC,Adherent,,,lung,Male,Meyerson (Broad) who received from Minna,,HCC2450_LUNG,,,,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000976,PT-z66Tka,HuCCT1,HUCCT1,56.0,Commercial,SIDM00587,CVCL_0324,IHCH,Unknown,,Metastatic,ascites,Male,HSRRB,,HUCCT1_BILIARY_TRACT,907069.0,,1213.0,IHCH,Intrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-000977,PT-tY34fU,LNCaP clone FGC,LNCAPCLONEFGC,50.0,Commercial,SIDM00683,CVCL_1379,PRAD,Adherent,,Metastatic,lymph_node,Male,ATCC,,LNCAPCLONEFGC_PROSTATE,907788.0,,2080.0,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000978,PT-bmKWJL,EN,EN,50.0,Commercial,SIDM01045,CVCL_2034,UCEC,Adherent,,Primary,endometrium,Female,DSMZ,,EN_ENDOMETRIUM,1240127.0,,1919.0,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000979,PT-05dldv,DU 145,DU145,69.0,Commercial,SIDM00120,CVCL_0105,PRAD,Adherent,,Metastatic,central_nervous_system,Male,ATCC,,DU145_PROSTATE,905935.0,,872.0,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000980,PT-DdDGB6,NCI-H1155,NCIH1155,36.0,Commercial,SIDM00651,CVCL_1456,LCLC,Adherent,,Metastatic,lymph_node,Male,ATCC,,NCIH1155_LUNG,908467.0,,801.0,LCLC,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000981,PT-zhUnhJ,DND-41,DND41,13.0,Commercial,SIDM00946,CVCL_2022,TLL,Adherent,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1297446.0,,1035.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000982,PT-sGJOXH,GP2d,GP2D,71.0,,SIDM00536,CVCL_2450,COAD,Adherent,MSI,Primary,Colon,Female,ECACC,,GP2D_LARGE_INTESTINE,,,,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000983,PT-AcI1bM,KCL-22,KCL22,32.0,Commercial,SIDM01004,CVCL_2091,CML,Unknown,,,pleural_effusion,Female,DSMZ,,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330931.0,,1513.0,CML,Chronic Myelogenous Leukemia,Myeloproliferative Neoplasms,Myeloid
ACH-000984,PT-UZ2uk5,HEC-6,HEC6,48.0,Commercial,,CVCL_2931,UASC,Unknown,,Primary,endometrium,Female,HSRRB,,HEC6_ENDOMETRIUM,,,,UASC,Uterine Adenosquamous Carcinoma,Endometrial Carcinoma,Uterus
ACH-000985,PT-KI0Di1,LS411N,LS411N,32.0,Commercial,SIDM00660,CVCL_1385,COAD,Adherent,MSI,Primary,large_intestine,Male,ATCC,,LS411N_LARGE_INTESTINE,907794.0,,724.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000986,PT-EoHcfh,HT115,HT115,,,SIDM00534,CVCL_2520,COAD,Unknown,,,Colon,Unknown,ECACC,,HT115_LARGE_INTESTINE,907289.0,,2099.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000987,PT-1PBPXD,MeWo,MEWO,78.0,Commercial,SIDM00545,CVCL_0445,SKCM,Adherent,,Metastatic,lymph_node,Male,ATCC,,MEWO_SKIN,908128.0,,102.0,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-000988,PT-blqauC,MFE-319,MFE319,81.0,Commercial,SIDM00333,CVCL_2112,UASC,Unknown,,,endometrium,Female,DSMZ,,MFE319_ENDOMETRIUM,1240174.0,,1816.0,UASC,Uterine Adenosquamous Carcinoma,Endometrial Carcinoma,Uterus
ACH-000989,PT-iFoJMI,SNU-175,SNU175,56.0,Commercial,SIDM00216,CVCL_5031,MACR,Unknown,MSI,Metastatic,abdomen,Female,KCLB,,SNU175_LARGE_INTESTINE,1659928.0,,154.0,MACR,Mucinous Adenocarcinoma of the Colon and Rectum,Colorectal Adenocarcinoma,Bowel
ACH-000990,PT-7DaBfX,HEC-108,HEC108,,Commercial,,CVCL_2923,UCEC,Adherent,,Primary,endometrium,Female,HSRRB,,HEC108_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000991,PT-pBOr7s,SNU-81,SNU81,53.0,Commercial,SIDM00193,CVCL_5098,COAD,Unknown,,,Colon,Male,KCLB,,SNU81_LARGE_INTESTINE,1660036.0,,697.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000992,PT-Ne0ikA,BICR 18,BICR18,,,,CVCL_2309,LXSC,Adherent,,Metastatic,lymph_node,Male,ECACC,,BICR18_UPPER_AERODIGESTIVE_TRACT,,,,LXSC,Larynx Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-000993,PT-MEVEw0,JHUEM-7,JHUEM7,58.0,Commercial,,CVCL_4658,UCEC,Unknown,,Primary,endometrium,Female,RIKEN,,JHUEM7_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000994,PT-9r7KW8,HEC-59,HEC59,,Commercial,,CVCL_2930,UCEC,Adherent,,Primary,endometrium,Female,HSRRB,,HEC59_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000995,PT-lj83Ht,JURKAT,JURKAT,14.0,Commercial,SIDM01016,CVCL_0065,TLL,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,998184.0,,1210.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000996,PT-GnDRP6,HEC-251,HEC251,53.0,Commercial,,CVCL_2927,UCEC,Adherent,,Primary,endometrium,Female,HSRRB,,HEC251_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000997,PT-i0VYNQ,HCT-15,HCT15,67.0,Commercial,SIDM00789,CVCL_0292,COAD,Adherent,MSI,Primary,large_intestine,Male,ATCC,,HCT15_LARGE_INTESTINE,905937.0,,1553.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000998,PT-A55gCd,CW-2,CW2,55.0,Commercial,SIDM00282,CVCL_1151,COAD,Adherent,MSI,Primary,large_intestine,Female,RIKEN,,CW2_LARGE_INTESTINE,910554.0,,1833.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000999,PT-hR5WVg,SNU-1040,SNU1040,34.0,Commercial,SIDM00217,CVCL_5003,COAD,Unknown,MSI,,Colon,Male,KCLB,,SNU1040_LARGE_INTESTINE,1659823.0,,2191.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001000,PT-CnIDAz,,1321N1,47.0,,,CVCL_0110,ASTR,Unknown,,,central_nervous_system,Male,ECACC,,1321N1_CENTRAL_NERVOUS_SYSTEM,,,,ASTR,Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-001001,PT-epgMPc,143B,143B,13.0,Commercial,SIDM00804,CVCL_2270,OS,Adherent,,Primary,bone,Female,ATCC,,143B_BONE,,,,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-001002,PT-5WoxMn,,451LU,22.0,,SIDM01240,CVCL_6357,SKCM,Unknown,,Metastatic,lymph_node,Male,,,451LU_SKIN,1287706.0,,577.0,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-001007,PT-IAac7b,A673STAG2KO16,A673STAG2KO16,15.0,Academic lab,,,ES,Unknown,EWS_FLI,Primary,soft_tissue,Female,Kim Stegmaier (Broad),,A673STAG2KO16_ENGINEERED,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001008,PT-IAac7b,A673STAG2KO45,A673STAG2KO45,15.0,Academic lab,,,ES,Unknown,EWS_FLI,Primary,soft_tissue,Female,Kim Stegmaier (Broad),,A673STAG2KO45_ENGINEERED,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001009,PT-IAac7b,A673STAG2NT14,A673STAG2NT14,15.0,Academic lab,,,ES,Unknown,EWS_FLI,Primary,soft_tissue,Female,Kim Stegmaier (Broad),,A673STAG2NT14_ENGINEERED,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001010,PT-IAac7b,A673STAG2NT23,A673STAG2NT23,15.0,Academic lab,,,ES,Unknown,EWS_FLI,Primary,soft_tissue,Female,Kim Stegmaier (Broad),,A673STAG2NT23_ENGINEERED,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001015,PT-AXbbCE,,AZ521,53.0,Commercial,,CVCL_2862,DA,Unknown,,Primary,small_intestine,Male,Sigma-Aldrich,,AZ521_SMALL_INTESTINE,,This line is a HuTu 80 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,,DA,Duodenal Adenocarcinoma,Small Bowel Cancer,Bowel
ACH-001016,PT-Pxi6oo,Becker,BECKER,57.0,Commercial,SIDM00490,CVCL_1093,ASTR,Unknown,,,central_nervous_system,Male,HSRRB,,BECKER_CENTRAL_NERVOUS_SYSTEM,906746.0,,2090.0,ASTR,Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-001017,PT-c34xau,,BGC823,30.0,,,CVCL_3360,ECAD,Unknown,blank,Primary,cervix,Female,,,BGC823_STOMACH,,This line is a HeLa derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,,ECAD,Endocervical Adenocarcinoma,Cervical Adenocarcinoma,Cervix
ACH-001018,PT-xU6CEy,BJ hTERT,BJHTERT,0.0,Academic lab,,CVCL_6573,ZFIBNOS,Adherent,,,fibroblast,Male,Jesse Boehm (Broad),,BJHTERT_FIBROBLAST,,,,,"Fibroblast, NOS",Non-Cancerous,Fibroblast
ACH-001020,PT-WLHxY0,BT-16,BT16,2.0,Academic lab,,CVCL_M156,ATRT,Adherent,,,soft_tissue,Male,Roberts (St Jude Hospital),,BT16_SOFT_TISSUE,,,,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001021,PT-qL6HtY,,C3A,15.0,Commercial,SIDM01237,CVCL_1098,LIHB,Unknown,,,liver,Male,ATCC,,C3A_LIVER,910850.0,,1161.0,LIHB,Hepatoblastoma,Hepatoblastoma,Liver
ACH-001022,PT-tD8WvT,CBAGPN,CBAGPN,,Academic lab,,CVCL_X981,ES,Unknown,,,bone,Female,Kim Stegmaier (Broad),,CBAGPN_BONE,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001023,PT-llVV5F,CGTH-W-1,CGTHW1,59.0,Commercial,SIDM01248,CVCL_1120,HNSC,Unknown,,Primary,thyroid,Male,DSMZ,,CGTHW1_THYROID,910568.0,SNP fingerprinting confirms that this line is a SW579 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,65.0,HNSC,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001024,PT-rXLMnY,CHL-1,CHL1,36.0,Commercial,SIDM01228,CVCL_1122,MEL,Adherent,,Metastatic,pleural_effusion,Female,ATCC,,CHL1_SKIN,910853.0,,739.0,MEL,Melanoma,Melanoma,Skin
ACH-001028,PT-kX7CzT,CHLA-06,CHLA06ATRT,0.0,Academic lab,,CVCL_AQ42,ATRT,Unknown,,,central_nervous_system,Female,Roberts (St Jude Hospital),,CHLA06ATRT_SOFT_TISSUE,,,,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001029,PT-NX1XUV,CHLA-10,CHLA10,14.0,Academic lab,,CVCL_6583,ES,Unknown,EWS_FLI,,lymph_node,Female,Children's Oncology Group,,CHLA10_BONE,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001030,PT-S2RI1y,,CHLA218,,Academic lab,,CVCL_0B48,ES,Unknown,,,bone,Female,Children's Oncology Group,,CHLA218_BONE,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001031,PT-nuzviS,CHLA-266,CHLA266,2.0,Academic lab,,CVCL_M149,ATRT,Unknown,,,soft_tissue,Female,Children's Oncology Group,,CHLA266_SOFT_TISSUE,,,,ATRT,Atypical Teratoid/Rhabdoid Tumor,Embryonal Tumor,CNS/Brain
ACH-001032,PT-ZMTtkN,CHLA-32,CHLA32,8.0,Academic lab,,CVCL_M151,ES,Unknown,EWS_FLI,,bone,Female,Children's Oncology Group,,CHLA32_BONE,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001033,PT-FSTNvW,CHLA-57,CHLA57,,Academic lab,,CVCL_0B49,PNET,Unknown,,,Unknown,Unknown,Children's Oncology Group,,CHLA57_BONE,,,,PNET,Primitive Neuroectodermal Tumor,Embryonal Tumor,CNS/Brain
ACH-001034,PT-NX1XUV,CHLA-9,CHLA9,14.0,Academic lab,,CVCL_M150,ES,Unknown,EWS_FLI,,bone,Female,Children's Oncology Group,,CHLA9_BONE,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001035,PT-VYA17t,CHLA-99,CHLA99,,Academic lab,,CVCL_0B50,ES,Unknown,EWS_FLI,,bone,Male,Children's Oncology Group,,CHLA99_BONE,,,,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-001036,PT-XYdNvp,CMK-11-5,CMK115,0.0,Commercial,SIDM01235,CVCL_0217,MLADS,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,HSRRB,,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,MLADS,Myeloid Leukemia Associated with Down Syndrome,Acute Myeloid Leukemia,Myeloid
ACH-001037,PT-XYdNvp,CMK-86,CMK86,0.0,Commercial,,CVCL_2804,MLADS,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,HSRRB from academic lab?,,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,MLADS,Myeloid Leukemia Associated with Down Syndrome,Acute Myeloid Leukemia,Myeloid
ACH-001038,PT-Wd5HrW,,COGE352,17.0,Academic lab,,CVCL_M153,PNET,Unknown,EWS_ERG,,haematopoietic_and_lymphoid_tissue,Male,Children's Oncology Group,,COGE352_BONE,,,,PNET,Primitive Neuroectodermal Tumor,Embryonal Tumor,CNS/Brain
ACH-001039,PT-BLAWlD,COLO 205,COLO205,70.0,Commercial,SIDM00826,CVCL_0218,COAD,Mixed,,Metastatic,ascites,Male,ATCC,,COLO205_LARGE_INTESTINE,905961.0,,1687.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001041,PT-rXLMnY,CHL-1-DM,CHL1DM,36.0,Commercial,SIDM00911,CVCL_1122,MEL,Adherent,,Metastatic,pleural_effusion,Female,DSMZ,,CHL1DM_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-001042,PT-8fO9EH,COLO-704,COLO704,50.0,Commercial,,CVCL_1994,UCEC,Suspension,,Metastatic,ascites,Female,DSMZ,,COLO704_OVARY,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-001043,PT-pWj35D,,COLO775,61.0,,,CVCL_1996,PCM,Unknown,,Primary,haematopoietic_and_lymphoid_tissue,Male,,,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,SNP fingerprinting confirms that this line is a RPMI-8226 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001044,PT-hf4hbl,,COLO818,14.0,Commercial,SIDM01153,CVCL_1998,SKCM,Unknown,,Metastatic,skin,Male,DSMZ,,COLO818_SKIN,,SNP fingerprinting confirms that this line is a COLO-800 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-001045,PT-w6ABKA,,COLO849,43.0,Commercial,,CVCL_2002,SKCM,Unknown,,Metastatic,lymph_node,Male,DSMZ,,COLO849_SKIN,,,,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-001047,PT-tvUqrj,,CORL51,71.0,,,CVCL_2416,SCLC,Unknown,,Metastatic,pleural_effusion,Male,,,CORL51_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
